Country,Australia,Austria,Belgium,Canada,Chile,Costa Rica,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Japan,Korea,Latvia,Lithuania,Luxembourg,Mexico,Netherlands,New Zealand,Norway,Poland,Portugal,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,Türkiye,United Kingdom,United States
Australia,1.0,-0.5790176902248773,-0.38177502158510185,-0.011876466525401013,-0.8481609714231175,-0.7792656243811724,-0.745759058565265,-0.2618989010882734,-0.9176449955957483,-0.6329654750151977,-0.25414761354466703,0.3019411409922106,-0.4099518140909165,-0.637475712591317,-0.8945950062142892,-0.5123017093897362,0.48226731920665045,-0.7730914287625211,-0.47972787981891024,-0.884228641226614,-0.8886395474032321,-0.4594131489275263,-0.9171008239688304,0.5338324859968391,-0.38401491351155403,0.09080225859853161,-0.4481460880940005,0.26637877676287397,-0.8748550138630283,-0.8595993619656352,0.27082406899971934,0.4465457658928354,-0.390410948991988,-0.7215558931152881,-0.4819656282028637,-0.6350896169077583
Austria,-0.5790176902248774,1.0,0.7492196821363767,-0.3615100244911663,0.8295942322666274,0.7311113918557227,0.8370304308375257,0.1687387706118141,0.6877829525775376,0.5521591805479578,0.24534167499130363,0.42413363020779843,-0.003311169736036887,0.16828039198544395,0.758305458360047,-0.008016175295041285,-0.3825695616530984,0.5292955512807153,0.31845492498720807,0.5389937226296595,0.7425767116090584,0.6883621391478915,0.5583836531875541,0.24338882941195378,0.10900579795654916,0.625426304893513,0.7621828375855034,-0.018934198549382202,0.7686062419193677,0.7634977692252175,-0.587116065172193,0.3811287482068748,0.3501819156222072,0.4488650750312568,0.20427082398361884,0.8437450879902753
Belgium,-0.3817750215851019,0.7492196821363767,1.0,-0.7002598633340685,0.7493529577618772,0.8206618716488033,0.680220031298893,0.18531481146942083,0.661563424992881,0.7263005350859484,-0.06449723325672571,0.5142644973009932,0.2707145443573925,0.2656296108243284,0.7059802802883388,-0.0014787501363758629,-0.38280220899192774,0.6879278536713105,0.47579110791416684,0.5789652846275464,0.7132167551158397,0.7855440359408085,0.5817443669597274,0.21147952443751034,0.34714714492912996,0.3654164116556202,0.6927400352815872,0.40112817190310746,0.7441750268651467,0.7576308188961695,-0.6500387802417561,0.47772581729626057,0.5103310437584405,0.45450987051438557,0.4418163254632397,0.9282161460370125
Canada,-0.011876466525401013,-0.3615100244911663,-0.7002598633340685,1.0,-0.3116908949457732,-0.31390983084363544,-0.21038983888252594,-0.18244025405802572,-0.20425437351093953,-0.3492055024873421,0.09067881062089041,-0.4143835640051556,-0.34454177086804055,-0.0440556347442454,-0.21399293376414522,-0.03166918235242277,0.1258646113729902,-0.25687108976264983,-0.12385426312607342,-0.18553653005852344,-0.21335149798483197,-0.2537817821340214,-0.10860913817827761,-0.36148898085362957,-0.09597926726415143,-0.4774472309721811,-0.0972419569007489,-0.5254409094852286,-0.233727789930197,-0.24263377907524372,0.13363142187685123,-0.5877692096530523,-0.17185892307554665,-0.043898310956181755,-0.45276450804176105,-0.6115880540503758
Chile,-0.8481609714231174,0.8295942322666275,0.749352957761877,-0.3116908949457732,1.0,0.9177769606530668,0.9043429144642112,0.22698419671310463,0.9411088915573687,0.8180885580339027,0.2456101304564663,0.14664649076409658,0.38072814002997396,0.5491260276678638,0.9629961872998232,0.36700657391629277,-0.53647145708309,0.8778545658679754,0.5511323187082081,0.8710997353297877,0.9568789780521102,0.6802217924880802,0.8995677686319405,-0.22580409690499714,0.4332225683579151,0.26077504698497483,0.6458526013072927,-0.11611976146573064,0.9633562976575051,0.9565026087628409,-0.5585664457481527,-0.036790768965887094,0.555186446368065,0.7048199633298291,0.45916142586431025,0.895655502995585
Costa Rica,-0.7792656243811724,0.7311113918557226,0.8206618716488033,-0.3139098308436355,0.9177769606530667,1.0,0.8905754343961063,0.35431300239045926,0.9082717874138245,0.8837009854683427,0.10962275976941072,0.09398030393880642,0.45196442422985844,0.4490996556610418,0.9324328813445898,0.1900991716139273,-0.3633348441136573,0.8768039387001425,0.5252643942718401,0.8304072143061361,0.9328613703850356,0.8363031856883685,0.9057866574644782,-0.28712260177744614,0.5908953260415444,0.030276716782514382,0.7234921397759075,0.010880725556044902,0.9518695068495598,0.9450148800215976,-0.6986683594646235,0.020685796119926526,0.6796419578275003,0.6522533028943375,0.38946893864497945,0.9094341859630016
Czech Republic,-0.745759058565265,0.8370304308375258,0.6802200312988929,-0.21038983888252594,0.9043429144642112,0.8905754343961062,1.0,0.3679248972670901,0.7825634542492532,0.8363264137456928,0.32919573142757586,0.11431639889957904,0.40486221094814834,0.192325625416232,0.8438233134546007,0.0923910487984814,-0.1781524382289037,0.694096380066864,0.28058497876219063,0.6566132540145413,0.8224244250986597,0.7996566985018585,0.7872122886770453,-0.2438879051199972,0.5909713647361622,0.25013068970056385,0.6704126695828349,-0.3162270341330287,0.8518673956372658,0.8248989516434522,-0.7172255077261863,0.13073534375340917,0.6864446508659595,0.450685911061329,0.07719905663736461,0.8417724659629386
Denmark,-0.2618989010882734,0.1687387706118141,0.18531481146942083,-0.1824402540580257,0.22698419671310466,0.35431300239045926,0.36792489726709016,1.0,0.22843412935843796,0.2528825130864273,0.43958663584723723,-0.2981504624088226,0.21294477516988883,-0.014270948346819561,0.24129283410848165,-0.1252056910980383,0.49327601998245624,0.26808173066903707,-0.03876297163012157,0.19894435885831918,0.21478630505927795,0.1085347604428048,0.22937833695793425,-0.23484005638087166,0.23904957642757604,-0.0072333443960158625,-0.034181038993415264,-0.10568656733888679,0.22377488176204938,0.18845247048858663,-0.45984616393708877,0.02437104170330287,0.5223799531376473,0.11075696191118574,-0.19751637889879328,0.3616975762547143
Estonia,-0.9176449955957482,0.6877829525775377,0.661563424992881,-0.20425437351093953,0.9411088915573685,0.9082717874138244,0.7825634542492532,0.22843412935843796,0.9999999999999999,0.7676632451227018,0.09048891080270438,-0.055649161715944404,0.35911963383235146,0.7028766163583523,0.9885750669977172,0.5000468820574527,-0.6043006130313497,0.9092054716585525,0.5942157743685532,0.9728660759302196,0.9917550255083367,0.5931529943407711,0.9648069500479857,-0.3637390344177406,0.37875104985891217,0.016819697428745055,0.6412986938473858,-0.04499210711015675,0.9829890422355007,0.9800046983429658,-0.4175245572877778,-0.27091970529485887,0.42863654330435835,0.7885507409301062,0.6045928160053587,0.8045694769216942
Finland,-0.6329654750151977,0.5521591805479578,0.7263005350859484,-0.3492055024873421,0.8180885580339028,0.8837009854683426,0.8363264137456928,0.2528825130864273,0.7676632451227018,1.0,-0.03216504146010748,0.03493673013461496,0.6503175804368622,0.3045354112849235,0.7967714769660771,0.3338367854675495,-0.21583586665324933,0.7779836947922564,0.254383375309099,0.7334243945469945,0.78907654135842,0.7608936436002094,0.8416688731883218,-0.4164373264263568,0.8067042432686917,-0.05180912945524459,0.584203493385421,-0.18594239568492862,0.8110326391415774,0.7871372790235116,-0.5715629025549482,0.01908762039136527,0.6483935882709115,0.36528395265896474,0.26805642135616065,0.7686584280409312
France,-0.254147613544667,0.24534167499130363,-0.06449723325672571,0.0906788106208904,0.24561013045646626,0.1096227597694107,0.3291957314275758,0.43958663584723723,0.09048891080270438,-0.03216504146010748,1.0,0.08674069394104938,0.15343569177992392,0.08867505048762861,0.08880724237399919,-0.2577660371283861,0.12801541654064647,0.16402926478148666,0.23291673216287342,-0.014716823356095358,0.07145974055026173,-0.04887806277402358,0.059434689586301305,-0.10725937259888826,0.030128423708785563,0.38677057152396505,-0.20856503651732275,-0.39535493476987216,0.07599759882654576,0.06378329539127021,-0.383087823948485,-0.034229516337671795,0.5125136024376621,0.3332197424721259,-0.2585825550090048,0.2118867518307398
Germany,0.3019411409922106,0.42413363020779843,0.5142644973009932,-0.4143835640051555,0.14664649076409658,0.09398030393880644,0.11431639889957904,-0.2981504624088226,-0.055649161715944404,0.034936730134614964,0.0867406939410494,1.0,-0.26503324400212713,-0.05520177142055549,-0.012787561304526034,-0.37908883376461067,-0.2991717819231042,0.07808170645073775,0.24361150119884709,-0.15202966305907747,0.0046702145986901545,0.31866000638042014,-0.19437285520581865,0.7700604371260993,-0.17483853912082156,0.6909275249088074,0.33897779573924347,0.4028482971794517,0.037249827882623855,0.07167280832885078,-0.422130096674318,0.7245596535513588,0.09756199154576789,0.05633462845813501,0.018948262112076654,0.3408177557699005
Greece,-0.40995181409091647,-0.003311169736036887,0.27071454435739245,-0.34454177086804055,0.3807281400299739,0.4519644242298584,0.4048622109481484,0.21294477516988883,0.3591196338323515,0.6503175804368622,0.15343569177992392,-0.26503324400212713,1.0,0.18384409455734474,0.32211811799210777,0.2545471935126464,0.04754872113704196,0.4311979606665849,0.1026304900890595,0.3625593447352818,0.31831069551245994,0.32095328197309286,0.5089283978558572,-0.6553441591236122,0.8109397795601877,-0.2893452581048347,-0.08518992313365993,-0.23383420413216055,0.33029517666588254,0.30562089189874186,-0.13225965679914806,-0.17213080825750196,0.5705172359569459,0.17105926918866504,0.24359277454202127,0.37855891678221737
Hungary,-0.6374757125913171,0.16828039198544392,0.2656296108243284,-0.0440556347442454,0.5491260276678638,0.4490996556610419,0.192325625416232,-0.014270948346819561,0.7028766163583524,0.3045354112849235,0.08867505048762861,-0.05520177142055549,0.18384409455734474,1.0,0.608344920490816,0.676347720633813,-0.7929756430469783,0.7763082911826186,0.754133542990366,0.7920790942174696,0.638432356930059,0.02178674087405338,0.6481460502139244,-0.305294652986567,0.016831919364883333,-0.13809934830054338,0.14655558019493753,0.16714543679183463,0.5924184313463474,0.6188925540171887,-0.014578799430644636,-0.5806916198864646,0.10765533176394941,0.8350083044576929,0.7894454935842795,0.3663372204572455
Iceland,-0.8945950062142892,0.758305458360047,0.7059802802883388,-0.2139929337641452,0.9629961872998231,0.9324328813445898,0.8438233134546007,0.24129283410848165,0.9885750669977171,0.796771476966077,0.08880724237399919,-0.012787561304526036,0.32211811799210777,0.608344920490816,0.9999999999999999,0.4312890664158512,-0.5544786009269801,0.8873723588978625,0.5597825028052412,0.9431148825100044,0.9982687166043256,0.664199298955316,0.9545728893296602,-0.3132023456575091,0.39962027780407494,0.07514168372471454,0.6986270008677911,-0.06466219321644005,0.9967640728633897,0.991475228867658,-0.49026884879675087,-0.1764667926719127,0.4685724052625883,0.741485164665946,0.5246465055320702,0.8382980374785307
Ireland,-0.5123017093897362,-0.008016175295041283,-0.0014787501363758629,-0.03166918235242277,0.36700657391629277,0.1900991716139273,0.0923910487984814,-0.1252056910980383,0.5000468820574527,0.3338367854675496,-0.2577660371283861,-0.3790888337646107,0.2545471935126464,0.676347720633813,0.43128906641585124,0.9999999999999999,-0.5330786565920077,0.46240772735869173,0.15668646373613987,0.6583808981320584,0.4333057878657982,-0.18777942551885715,0.5205708533809779,-0.4315842073017953,0.11624209974385334,-0.22728905473143723,-0.04181708994267783,-0.1507703112503847,0.38385142166226655,0.3741041222571508,0.4036550493269122,-0.6141147206487807,-0.22623776132152207,0.2786172077381468,0.611500175762956,0.0823023702069959
Italy,0.48226731920665045,-0.38256956165309847,-0.38280220899192774,0.1258646113729902,-0.53647145708309,-0.3633348441136573,-0.1781524382289037,0.49327601998245624,-0.6043006130313497,-0.21583586665324933,0.12801541654064647,-0.29917178192310423,0.04754872113704196,-0.7929756430469782,-0.5544786009269801,-0.5330786565920077,1.0,-0.5825297391017548,-0.7172668785032118,-0.6375415946454891,-0.5873754834138302,-0.17426502315293388,-0.4968560904966659,-0.081694326543356,0.1660474707420523,-0.15655258516001413,-0.37252084596228263,-0.29893095578508194,-0.557108441134084,-0.6004880079749276,-0.06169977158874675,0.24752631450718285,0.12703361541414113,-0.708429201267074,-0.8075339828426943,-0.3737351436420181
Japan,-0.7730914287625211,0.5292955512807153,0.6879278536713105,-0.25687108976264983,0.8778545658679754,0.8768039387001425,0.6940963800668639,0.268081730669037,0.9092054716585526,0.7779836947922564,0.16402926478148666,0.07808170645073775,0.4311979606665849,0.7763082911826187,0.8873723588978625,0.4624077273586918,-0.5825297391017548,1.0,0.7386867585896988,0.9155776799812347,0.9008153884145467,0.5594612138068563,0.9026727551044881,-0.3445922238092923,0.4795264656983956,-0.03813784970448151,0.47134418944214,0.07620347545381617,0.8929191611752619,0.9009742149190217,-0.5410889467042533,-0.2351562263614207,0.6084879147027319,0.8103812837755024,0.588072381397429,0.7851288874670491
Korea,-0.47972787981891024,0.3184549249872081,0.4757911079141668,-0.12385426312607341,0.5511323187082081,0.5252643942718401,0.28058497876219063,-0.03876297163012157,0.5942157743685531,0.254383375309099,0.23291673216287342,0.24361150119884709,0.1026304900890595,0.7541335429903658,0.5597825028052412,0.15668646373613987,-0.7172668785032118,0.7386867585896988,1.0,0.5917871466195158,0.5946848172260799,0.3201068249671778,0.5375903260952353,-0.05464619858052312,0.045658237890648386,0.013717357288099174,0.23388645522872317,0.40892389956183045,0.5785799263070525,0.629260431642416,-0.36859300811372775,-0.19663449432447197,0.4272322239357853,0.9011190333415976,0.6343363068467526,0.5149429092080076
Latvia,-0.884228641226614,0.5389937226296595,0.5789652846275464,-0.18553653005852344,0.8710997353297878,0.8304072143061361,0.6566132540145412,0.19894435885831918,0.9728660759302197,0.7334243945469945,-0.014716823356095358,-0.15202966305907747,0.36255934473528184,0.7920790942174695,0.9431148825100044,0.6583808981320584,-0.637541594645489,0.9155776799812347,0.5917871466195158,1.0,0.9499608760155874,0.458189006215822,0.9527062810417621,-0.4261911481159397,0.35684262528939387,-0.09945321443131223,0.5245867587006345,-0.009591097536585198,0.9290691248327414,0.9280197415493092,-0.2825261350865107,-0.3964583125466011,0.3385698474964852,0.7668346095937116,0.684396060298398,0.7031815365795969
Lithuania,-0.8886395474032321,0.7425767116090585,0.7132167551158396,-0.213351497984832,0.9568789780521103,0.9328613703850355,0.8224244250986595,0.21478630505927793,0.9917550255083368,0.78907654135842,0.07145974055026172,0.0046702145986901545,0.31831069551245994,0.638432356930059,0.9982687166043256,0.4333057878657982,-0.5873754834138302,0.9008153884145466,0.5946848172260799,0.9499608760155875,1.0,0.6652543766235425,0.9559854599140278,-0.306614364869188,0.39147889444189093,0.057218363342966504,0.7021723070808551,-0.028349483705442446,0.9974518291705786,0.99570965755549,-0.4868396297755574,-0.1865396141678697,0.4625990816708656,0.765889167416364,0.5556314536065928,0.835229864470624
Luxembourg,-0.4594131489275264,0.6883621391478915,0.7855440359408085,-0.2537817821340214,0.6802217924880801,0.8363031856883685,0.7996566985018585,0.10853476044280479,0.593152994340771,0.7608936436002095,-0.048878062774023574,0.3186600063804202,0.32095328197309286,0.021786740874053384,0.6641992989553162,-0.18777942551885712,-0.17426502315293388,0.5594612138068562,0.3201068249671778,0.458189006215822,0.6652543766235425,1.0,0.6181959181969852,-0.032654647040957836,0.6227190728136038,0.057522337181731505,0.7868610352181851,0.07900625585307527,0.713764107594608,0.7115475138186468,-0.7602549664770188,0.3723945709487458,0.6353513496404665,0.31569829715515974,0.08941911531124454,0.760825221724051
Mexico,-0.9171008239688304,0.5583836531875541,0.5817443669597274,-0.1086091381782776,0.8995677686319405,0.9057866574644782,0.7872122886770453,0.22937833695793428,0.9648069500479857,0.8416688731883218,0.0594346895863013,-0.19437285520581868,0.5089283978558573,0.6481460502139244,0.9545728893296601,0.520570853380978,-0.49685609049666585,0.9026727551044882,0.5375903260952353,0.9527062810417622,0.9559854599140278,0.618195918196985,1.0,-0.5557135365852766,0.5733287984825413,-0.17589929716475186,0.5698857742296326,-0.1636187791510967,0.9497094235062207,0.9393993172218782,-0.4167579211396162,-0.36405499365670624,0.5223212598706832,0.7190569612902801,0.5190566716753195,0.7272855747695163
Netherlands,0.5338324859968391,0.24338882941195378,0.21147952443751036,-0.3614889808536296,-0.22580409690499711,-0.28712260177744614,-0.24388790511999722,-0.23484005638087166,-0.3637390344177405,-0.41643732642635684,-0.10725937259888826,0.7700604371260993,-0.6553441591236123,-0.305294652986567,-0.3132023456575091,-0.4315842073017953,-0.081694326543356,-0.3445922238092923,-0.05464619858052312,-0.4261911481159397,-0.306614364869188,-0.032654647040957836,-0.5557135365852764,0.9999999999999999,-0.6144042186281842,0.6910899172315579,0.11031054789195706,0.5694435380380278,-0.28538971623887893,-0.2525035956535791,-0.04818080125809077,0.7696526709410566,-0.346808264670289,-0.2566455520732843,-0.06953878650248,0.026474796752615996
New Zealand,-0.384014913511554,0.10900579795654916,0.34714714492912996,-0.09597926726415143,0.4332225683579151,0.5908953260415445,0.5909713647361621,0.23904957642757604,0.3787510498589121,0.8067042432686917,0.030128423708785563,-0.1748385391208216,0.8109397795601877,0.016831919364883333,0.3996202778040749,0.11624209974385333,0.1660474707420523,0.47952646569839563,0.045658237890648386,0.35684262528939387,0.3914788944418909,0.622719072813604,0.5733287984825413,-0.6144042186281842,1.0,-0.39357801461586933,0.19874616078972848,-0.3265580199649822,0.422526508556754,0.39102535666457344,-0.4729405971136627,-0.054326602558749104,0.7301047932646921,0.06192313329486708,-0.06580572643443457,0.39488152486752726
Norway,0.09080225859853161,0.6254263048935129,0.3654164116556202,-0.4774472309721811,0.26077504698497483,0.03027671678251438,0.25013068970056385,-0.0072333443960158625,0.016819697428745055,-0.05180912945524459,0.386770571523965,0.6909275249088074,-0.2893452581048347,-0.13809934830054338,0.07514168372471454,-0.22728905473143723,-0.15655258516001413,-0.03813784970448151,0.013717357288099174,-0.09945321443131223,0.057218363342966504,0.057522337181731505,-0.17589929716475186,0.6910899172315579,-0.3935780146158693,0.9999999999999999,0.1949335901608903,0.07058015402100883,0.07580985247266024,0.08100514858717446,-0.21226211978569634,0.6349035304599113,-0.029804476336378703,0.023321425095423703,-0.034320781153776236,0.38330926850933983
Poland,-0.4481460880940005,0.7621828375855035,0.6927400352815872,-0.0972419569007489,0.6458526013072927,0.7234921397759075,0.6704126695828349,-0.034181038993415264,0.6412986938473858,0.584203493385421,-0.20856503651732272,0.33897779573924347,-0.08518992313365994,0.1465555801949375,0.6986270008677911,-0.041817089942677826,-0.37252084596228263,0.47134418944213996,0.23388645522872314,0.5245867587006345,0.7021723070808551,0.7868610352181851,0.5698857742296326,0.11031054789195707,0.19874616078972848,0.19493359016089026,1.0,0.03557961015320636,0.7283067429505932,0.7284780036095448,-0.5648892329149664,0.22541777025143298,0.20959039512525582,0.3756958416255214,0.16584671472434642,0.6396553044096429
Portugal,0.26637877676287397,-0.018934198549382202,0.40112817190310746,-0.5254409094852286,-0.11611976146573065,0.010880725556044902,-0.3162270341330287,-0.10568656733888677,-0.04499210711015675,-0.18594239568492862,-0.3953549347698721,0.4028482971794517,-0.23383420413216058,0.16714543679183463,-0.06466219321644005,-0.1507703112503847,-0.29893095578508194,0.07620347545381617,0.4089238995618305,-0.009591097536585198,-0.028349483705442446,0.07900625585307529,-0.1636187791510967,0.5694435380380278,-0.3265580199649821,0.07058015402100883,0.03557961015320636,0.9999999999999998,-0.026400875729751874,0.02960269060131428,0.009546338607370695,0.39174070795084476,-0.14067077464410557,0.1419946173826261,0.5090274571889597,0.18499033172286583
Slovak Republic,-0.8748550138630284,0.7686062419193677,0.7441750268651468,-0.233727789930197,0.9633562976575052,0.9518695068495597,0.8518673956372657,0.22377488176204938,0.9829890422355007,0.8110326391415773,0.07599759882654576,0.037249827882623855,0.3302951766658825,0.5924184313463474,0.9967640728633897,0.3838514216622666,-0.557108441134084,0.8929191611752618,0.5785799263070526,0.9290691248327413,0.9974518291705785,0.713764107594608,0.9497094235062207,-0.28538971623887893,0.422526508556754,0.07580985247266026,0.7283067429505932,-0.026400875729751874,0.9999999999999999,0.9972531225031556,-0.5305982376781857,-0.13030275472170427,0.4963733838290726,0.7423569817099259,0.5217853971703877,0.8598836792400943
Slovenia,-0.8595993619656351,0.7634977692252175,0.7576308188961693,-0.24263377907524372,0.9565026087628409,0.9450148800215976,0.8248989516434522,0.18845247048858665,0.9800046983429658,0.7871372790235116,0.06378329539127021,0.0716728083288508,0.30562089189874186,0.6188925540171886,0.9914752288676579,0.3741041222571508,-0.6004880079749276,0.9009742149190217,0.629260431642416,0.9280197415493092,0.99570965755549,0.7115475138186469,0.9393993172218782,-0.2525035956535791,0.3910253566645735,0.08100514858717447,0.7284780036095448,0.029602690601314284,0.9972531225031555,1.0,-0.5273214805134865,-0.12324363612803076,0.48649032706089246,0.7727445651645583,0.5579455248499401,0.8604538678230735
Spain,0.2708240689997193,-0.587116065172193,-0.6500387802417561,0.13363142187685123,-0.5585664457481527,-0.6986683594646235,-0.7172255077261863,-0.4598461639370887,-0.4175245572877778,-0.5715629025549482,-0.38308782394848506,-0.42213009667431795,-0.13225965679914803,-0.014578799430644636,-0.49026884879675087,0.4036550493269122,-0.06169977158874675,-0.5410889467042532,-0.3685930081137278,-0.2825261350865107,-0.4868396297755574,-0.7602549664770188,-0.41675792113961624,-0.048180801258090766,-0.4729405971136627,-0.21226211978569637,-0.5648892329149664,0.009546338607370695,-0.5305982376781857,-0.5273214805134865,1.0,-0.3814203120721099,-0.8301685592284731,-0.3557797427251799,0.21560233307642018,-0.6725391033961617
Sweden,0.4465457658928354,0.3811287482068748,0.4777258172962605,-0.5877692096530523,-0.03679076896588709,0.02068579611992653,0.13073534375340914,0.02437104170330287,-0.27091970529485887,0.019087620391365266,-0.0342295163376718,0.7245596535513588,-0.17213080825750196,-0.5806916198864646,-0.1764667926719127,-0.6141147206487807,0.24752631450718288,-0.23515622636142072,-0.196634494324472,-0.3964583125466011,-0.1865396141678697,0.3723945709487458,-0.36405499365670624,0.7696526709410565,-0.054326602558749104,0.6349035304599113,0.22541777025143298,0.39174070795084476,-0.13030275472170427,-0.12324363612803077,-0.38142031207210986,1.0,0.1225711157574027,-0.3838349785935766,-0.2650780814356918,0.308877616348904
Switzerland,-0.3904109489919881,0.3501819156222072,0.5103310437584405,-0.17185892307554665,0.555186446368065,0.6796419578275003,0.6864446508659595,0.5223799531376473,0.4286365433043583,0.6483935882709115,0.5125136024376622,0.09756199154576789,0.5705172359569459,0.10765533176394941,0.4685724052625883,-0.22623776132152204,0.1270336154141411,0.6084879147027319,0.42723222393578525,0.3385698474964852,0.46259908167086566,0.6353513496404664,0.5223212598706833,-0.346808264670289,0.7301047932646922,-0.029804476336378703,0.2095903951252558,-0.14067077464410557,0.4963733838290726,0.4864903270608925,-0.830168559228473,0.1225711157574027,1.0,0.40421531437981745,-0.1031300063340327,0.6189622529225546
Türkiye,-0.7215558931152881,0.4488650750312567,0.4545098705143857,-0.04389831095618176,0.7048199633298292,0.6522533028943374,0.45068591106132905,0.11075696191118574,0.7885507409301064,0.3652839526589648,0.3332197424721259,0.056334628458135,0.17105926918866504,0.835008304457693,0.741485164665946,0.2786172077381468,-0.708429201267074,0.8103812837755024,0.9011190333415976,0.7668346095937116,0.7658891674163641,0.31569829715515974,0.7190569612902801,-0.2566455520732843,0.06192313329486709,0.023321425095423703,0.37569584162552133,0.1419946173826261,0.742356981709926,0.7727445651645581,-0.3557797427251799,-0.3838349785935766,0.40421531437981745,0.9999999999999998,0.6384821683338647,0.5918773525953387
United Kingdom,-0.4819656282028637,0.20427082398361882,0.4418163254632397,-0.45276450804176105,0.45916142586431025,0.3894689386449794,0.0771990566373646,-0.19751637889879325,0.6045928160053587,0.26805642135616065,-0.2585825550090048,0.01894826211207665,0.2435927745420213,0.7894454935842795,0.5246465055320702,0.611500175762956,-0.8075339828426944,0.5880723813974289,0.6343363068467525,0.6843960602983978,0.5556314536065929,0.08941911531124454,0.5190566716753195,-0.06953878650248001,-0.06580572643443457,-0.034320781153776236,0.16584671472434642,0.5090274571889596,0.5217853971703877,0.5579455248499401,0.21560233307642018,-0.26507808143569184,-0.1031300063340327,0.6384821683338647,1.0,0.4349821116497483
United States,-0.6350896169077583,0.8437450879902751,0.9282161460370125,-0.6115880540503759,0.8956555029955849,0.9094341859630015,0.8417724659629386,0.3616975762547143,0.8045694769216943,0.7686584280409312,0.21188675183073982,0.3408177557699004,0.37855891678221737,0.3663372204572455,0.8382980374785306,0.0823023702069959,-0.3737351436420181,0.785128887467049,0.5149429092080076,0.703181536579597,0.835229864470624,0.7608252217240509,0.7272855747695163,0.026474796752616003,0.39488152486752726,0.3833092685093398,0.6396553044096429,0.1849903317228658,0.8598836792400943,0.8604538678230734,-0.6725391033961617,0.3088776163489039,0.6189622529225546,0.5918773525953387,0.43498211164974837,1.0
